name,address,category,lat,lon,query
Беларусбанк,"ул. Ленина, 10Б, 2.4, Областное управление №200",Банк,55.18773,30.202533,отделение банка
Технобанк,"ул. Софьи Панковой, 1Б",Обмен валюты,55.187441,30.25095,отделение банка
Банк РРБ,"Московский просп., 8",Банк,55.183594,30.206254,отделение банка
Белинвестбанк,"Витебск, Московский просп., 130, корп. 1",,55.174617,30.265643,банкомат
Белгазпромбанк,"Витебск, Московский просп., 99",,55.1728,30.26392,банкомат
Беларусбанк,"Витебск, ул. Богатырёва, 1А, отдел №200/2032",,55.169852,30.257584,банкомат
ATM Белинвестбанк,"Витебск, ул. Софьи Панковой, 1А",,55.187168,30.25216,банкомат
Белгазпромбанк,"Витебск, Московский просп., 99",,55.172944,30.263768,банкомат
Беларусбанк,"Витебск, ул. Терешковой, 26, корп. 8",,55.188904,30.24503,банкомат
"МТБанк, отделения","Витебск, Московский просп., 130, корп. 2, гипермаркет Материк",Банк,55.174152,30.266074,отделение банка
Белинвестбанк,"Витебск, Ленинградская ул., 211",,55.222564,30.118887,банкомат
Белагропромбанк,"Витебский район, Летчанский сельсовет, 56, Дом культуры агрогородка Подсвилье",,55.199141,30.101431,банкомат
Белагропромбанк,"Витебский район, Летчанский сельсовет, 10, Центр банковских услуг №225",,55.199188,30.102303,банкомат
Белагропромбанк,"Витебский район, Летчанский сельсовет, 9, Центр банковских услуг №232/33",,55.198941,30.104036,банкомат
Белагропромбанк,"Витебский район, Летчанский сельсовет, 38, Центр банковских услуг №238",,55.194604,30.108079,банкомат
Белагропромбанк,"агрогородок Кировская, Центральная ул., 1, Гостинничный комплекс ""Сергуч""",,55.1904,30.113559,банкомат
Белагропромбанк,"агрогородок Кировская, ул. Мира, 10, магазин "", универсам """,,55.192127,30.118652,банкомат
Беларусбанк,"Витебск, Ленинградская ул., 94, магазин № 77 Веста",,55.210873,30.142246,банкомат
Беларусбанк,"Витебск, ул. Титова, 136Б, этаж 1",,55.195904,30.151596,банкомат
Белагропромбанк,"Витебский район, Летчанский сельсовет, 51А, Административное здание следственного комитета РБ по Витебской области",,55.19891,30.101135,банкомат
Приорбанк,"Витебск, ул. Титова, 136Б, этаж 1",,55.195899,30.151551,банкомат
Беларусбанк,"Витебск, ул. Леонова, 6, корп. 1, отдел №200/2007",Банк,55.198228,30.179452,отделение банка
Альфа-Банк,"Витебск, ул. Космонавтов, 11",Банк,55.195812,30.188963,отделение банка
Белинвестбанк,"Витебск, ул. Космонавтов, 8, этаж 1",Банк,55.195128,30.185947,отделение банка
БелВЭБ,"Витебск, ул. Кирова, 6",Банк,55.194617,30.192013,отделение банка
Беларусбанк,"Витебск, ул. Кирова, 10, отдел №200/2014",Банк,55.194294,30.193136,отделение банка
Приорбанк,"Витебск, Ленинградская ул., 135А, магазин ""Ника""",,55.206115,30.15947,банкомат
Белинвестбанк,"Витебск, Ленинградская ул., 2",,55.199999,30.181763,банкомат
Беларусбанк,"Витебск, ул. Космонавтов, 8, этаж 1",,55.195051,30.185884,банкомат
Сбер Банк,"Витебск, ул. Космонавтов, 8, этаж 1",,55.194827,30.185911,банкомат
Беларусбанк,"Витебск, ул. Кирова, 10, отдел №200/2014",,55.194262,30.193129,банкомат
Альфа-Банк,"Витебск, ул. Космонавтов, 11, Отделение На Космонавтов, зона 24/7",,55.195812,30.188963,банкомат
Белинвестбанк,"Витебск, ул. Кирова, 7",,55.193881,30.191286,банкомат
Белинвестбанк,"Витебск, Смоленская площадь, 18, корп. 2",,55.204294,30.211905,банкомат
Белинвестбанк,"Витебск, ул. Ленина, 75",,55.203978,30.20818,банкомат
Беларусбанк,"Витебск, ул. Гагарина, 11",Банк,55.206837,30.218991,банкомат
Беларусбанк,"Витебск, просп. Генерала Людникова, 10, корп. 5",,55.203057,30.219548,банкомат
Банк Решение,"Витебск, ул. Ленина, 57",Банк,55.198761,30.207443,банкомат
Беларусбанк,"Витебск, ул. Гагарина, 105Ж, Витебское областное управление №200",,55.215106,30.237583,банкомат
Беларусбанк,"Витебск, ул. Гагарина, 11",,55.206875,30.219068,банкомат
"Белагропромбанк, банкомат","Витебск, ул. Ленина, 26А",,55.191361,30.203168,банкомат
"Банк Решение, банкомат","Витебск, ул. Ленина, 57",,55.198816,30.207427,банкомат
Белинвестбанк,"Витебск, ул. Маяковского, 1",,55.196376,30.206522,банкомат
Белгазпромбанк,"Витебск, Замковая ул., 19, этаж 1",,55.192614,30.203866,банкомат
БелВЭБ,"Витебск, Смоленская площадь, 18, корп. 2",,55.204427,30.21201,банкомат
Белинвестбанк,"Витебск, просп. Генерала Людникова, 16Г",,55.195135,30.228875,банкомат
Сбер Банк,"Витебск, просп. Фрунзе, 32, магазин ""Ника""",,55.19352,30.22388,банкомат
Белинвестбанк,"Витебск, ул. Ленина, 26А, БЦ Марко-Сити",,55.191418,30.204866,банкомат
Беларусбанк,"Витебск, 1-я ул. Доватора, 3Б, Витебская государственная академия ветеринарной медицины",,55.195506,30.213671,банкомат
Альфа-Банк,"Витебск, ул. Ленина, 52А, корп. 1",Банк,55.199994,30.206283,отделение банка
Белагропромбанк,"Витебск, ул. Толстого, 2, этаж 1",Банк,55.194731,30.205609,отделение банка
Белинвестбанк,"Витебск, ул. Ленина, 22, этаж 1",Банк,55.189922,30.205293,отделение банка
Neo Bank,"Витебск, Советская ул., 19",Банк,55.199374,30.20598,отделение банка
Банк Дабрабыт,"Витебск, просп. Фрунзе, 35, корп. 1",Банк,55.193304,30.22499,отделение банка
Цептер банк,"Витебск, просп. Фрунзе, 15",Банк,55.192458,30.211505,отделение банка
Банк ВТБ,"Витебск, ул. Ленина, 26А, этаж 0",Банк,55.191304,30.203403,отделение банка
Белагропромбанк,"Витебск, ул. Ленина, 10А",Банк,55.187541,30.204088,отделение банка
