name,address,category,lat,lon,query
Белинвестбанк,"Могилёв, ул. Бялыницкого-Бирули, 12/3",,53.914965,30.276977,банкомат
Беларусбанк,"Могилёв, ул. Калиновского, 31, отдел №700/7016",,53.929271,30.261585,банкомат
Беларусбанк,"Могилёв, улица Бялыницкого-Бирули, Остановочный пункт",,53.91724,30.282354,банкомат
Сбер Банк,"Могилёв, Минское ш., 31, этаж 1",,53.935216,30.257757,банкомат
Альфа-Банк,"Могилёв, ул. Космонавтов, 2",,53.912276,30.319313,банкомат
Белагропромбанк,"Могилёв, ул. Космонавтов, 39А, магазин Каравай",,53.903065,30.300605,банкомат
Белинвестбанк,"Могилёв, Минское ш., 31, этаж 1",,53.935184,30.257813,банкомат
Беларусбанк,"Могилёв, ул. Аркадия Кулешова, 24А",,53.91533,30.284649,банкомат
Белгазпромбанк,"Могилёв, Минское ш., 31, этаж 1",,53.935186,30.257826,банкомат
Беларусбанк,"Могилёв, Ямницкая ул., 97Б, ТЦ Санта",,53.895,30.26875,банкомат
Беларусбанк,"Могилёв, ул. Лазаренко, 73Б, этаж 1",,53.909677,30.307501,банкомат
Банк БелВЭБ,"Могилёв, Минское ш., 31",,53.935221,30.257748,банкомат
Технобанк,"Могилёв, Минское ш., 31, этаж 1",Банк,53.93539,30.25766,отделение банка
Беларусбанк,"Могилёв, Каштановая ул., 2, отдел №700/7007",Банк,53.949976,30.360439,отделение банка
Технобанк,"Могилёв, ул. Белинского, 28, этаж 1",Банк,53.932238,30.350942,отделение банка
Беларусбанк,"Могилёв, ул. Якубовского, 21, магазин Спортландия",,53.917022,30.314099,банкомат
Белагропромбанк,"Могилёв, ул. Космонавтов, 34",,53.908921,30.312429,банкомат
Белинвестбанк,"Могилёв, ул. Космонавтов, 17",,53.908809,30.310216,банкомат
Альфа-Банк,"Могилёв, ул. Лазаренко, 73Б, этаж 1",,53.909675,30.307558,банкомат
Технобанк,"Могилёв, ул. Лазаренко, 73Б, этаж 1",,53.909906,30.307352,банкомат
Приорбанк,"Могилёв, ул. Якубовского, 37",,53.918338,30.308709,банкомат
Белагропромбанк,"Могилёв, ул. Орловского, 1А, Центр банковских услуг №603/6",,53.915327,30.321045,банкомат
Беларусбанк,"Могилёв, ул. Космонавтов, 34А, отдел №700/7011",,53.908391,30.312617,банкомат
Беларусбанк,"Могилёв, ул. Космонавтов, 2, этаж 1",,53.9123,30.318932,банкомат
Беларусбанк,"Могилёв, ул. Космонавтов, 2, этаж 1",,53.912291,30.318969,банкомат
Альфа-Банк,"Первомайская ул., 57",,53.904209,30.339309,банкомат
Приорбанк,"Первомайская ул., 57, этаж 1",,53.904231,30.339326,банкомат
МТБАНК,"ул. Миронова, 6",,53.905314,30.343114,банкомат
Беларусбанк,"Первомайская ул., 42, магазин Квартал вкуса №3",,53.910425,30.340451,банкомат
Беларусбанк,"Привокзальная площадь, 1, этаж 1",,53.926348,30.338595,банкомат
Белагропромбанк,"Первомайская ул., 66, Здание ОАО ""Агромашсервис""",,53.916007,30.341623,банкомат
