name,address,category,lat,lon,query
Беларусбанк,"ул. Ленина, 32, Гродненский государственный университет",,53.683386,23.839844,банкомат
Беларусбанк,"ул. Ожешко, 2, этаж 1",,53.682742,23.832639,банкомат
Беларусбанк,"бул. Ленинского Комсомола, 44Б",,53.696751,23.804662,банкомат
Беларусбанк,"Новооктябрьская ул., 5",,53.669086,23.827676,банкомат
Белагропромбанк,"ул. Антонова, 1",,53.676381,23.841133,банкомат
Приорбанк,"Мостовая ул., 37",,53.674299,23.82846,банкомат
Белгазпромбанк,"ул. Антонова, 9, магазин Mini Max",,53.675551,23.841359,банкомат
Беларусбанк,"ул. Советских Пограничников, 110А, этаж 1",,53.671773,23.798955,банкомат
Белинвестбанк,"ул. Полиграфистов, 6/41",,53.672495,23.841052,банкомат
Приорбанк,"ул. Максима Горького, 24, ""Белпочта"", отдел №29",,53.692764,23.823129,банкомат
ATM Белинвестбанк,"ул. Полиграфистов, 6",,53.672839,23.838953,банкомат
Беларусбанк,"просп. Космонавтов, 10Б, Слева от входа в здание банка, отдел 400/4025",,53.675444,23.8528,банкомат
Беларусбанк,"ул. Щорса, 26, магазин Градар Справа от входа",,53.68029,23.85705,банкомат
"Беларусбанк, банкомат","бул. Ленинского Комсомола, 52, этаж 1",,53.694914,23.794956,банкомат
Белинвестбанк,"ул. Мицкевича, 3, ЦБУ №200",,53.687112,23.831021,банкомат
Белинвестбанк,"ул. Дзержинского, 41, корп. 1",,53.698628,23.840278,банкомат
Сбер Банк,"ул. Лизы Чайкиной, 45, аптека № 134",,53.665497,23.789141,банкомат
Приорбанк,"ул. Антонова, 2",,53.676414,23.842197,банкомат
Приорбанк,"ул. Тимирязева, 8",,53.688965,23.845806,банкомат
Белагропромбанк,"ул. Тимирязева, 8",,53.688387,23.845631,банкомат
Neo Bank,"ул. Антонова, 5А",,53.675844,23.841505,банкомат
Белинвестбанк,"ул. Доватора, 2/2",,53.692556,23.833693,банкомат
Белгазпромбанк,"Доминиканская ул., 10",,53.681266,23.828391,банкомат
Paritetbank,"ул. Антонова, 9",,53.675642,23.841261,банкомат
Белинвестбанк,"ул. Дзержинского, 2/1",,53.686026,23.834619,банкомат
Белинвестбанк,"ул. Тимирязева, 8, ТЦ Евроопт",,53.688943,23.845776,банкомат
Альфа-Банк,"просп. Космонавтов, 81",,53.672501,23.863569,банкомат
Банк РРБ,"ул. Щорса, 11А, этаж 1",,53.679143,23.85159,банкомат
Белинвестбанк,"ул. Соломовой, 82",,53.663373,23.784718,банкомат
Беларусбанк,"ул. Карского, 2",,53.690373,23.878075,банкомат
Беларусбанк,"просп. Космонавтов, 81, этаж 1",,53.672743,23.863639,банкомат
Белинвестбанк,"ул. Советских Пограничников, 92, этаж 1",,53.670749,23.808753,банкомат
Белагропромбанк,"ул. Полиграфистов, 6, этаж 1",,53.672968,23.8387,банкомат
Беларусбанк,"бул. Ленинского Комсомола, 26Б, Справа от входа, отдел №400/4001",,53.698,23.811222,банкомат
Белинвестбанк,"ул. Советских Пограничников, 110А, этаж 1",,53.671713,23.798974,банкомат
Приорбанк,"Советская ул., 18, Торговый дом Неман",,53.682346,23.831541,банкомат
Банк Решение,"ул. Дзержинского, 30, Банк «Решение» ЦБУ 04/03, банкомат",,53.688682,23.83575,банкомат
Белгазпромбанк,"ул. Максима Горького, 60, этаж 1",,53.694907,23.821252,банкомат
Банк РРБ,"ул. Антонова, 10",,53.675675,23.841803,банкомат
Беларусбанк,"ул. Ожешко, 3",,53.682703,23.834478,банкомат
