name,address,category,lat,lon,query
Беларусбанк,"Речицкий просп., 45, отдел 300/105",,52.409355,30.935267,банкомат
Технобанк,"Привокзальная площадь, 1, гостиница ""Гомель""",,52.431822,30.99194,банкомат
Беларусбанк,"Крестьянская ул., 16",,52.428175,31.012534,банкомат
Банкомат,"Речицкий просп., 45, Отделение Беларусбанк",Инфокиоск,52.409382,30.935227,банкомат
Беларусбанк,"пр. Чачина, 2/1, Фонд социальной защиты населения",,52.424294,31.00216,банкомат
Приорбанк,"ул. Карповича, 28, этаж 1",,52.425519,30.999383,банкомат
Белинвестбанк,"просп. Октября, 41, ТК ""Ласточка""",,52.406179,30.954369,банкомат
Сбер Банк,"ул. 60 лет СССР, 8, магазин ""Евроопт""",,52.405267,30.981274,банкомат
Беларусбанк,"ул. Карповича, 28, отдел №300/3003",,52.425571,30.999691,банкомат
ATM Белинвестбанк,"ул. Карповича, 28",,52.425646,30.998416,банкомат
Приорбанк,"Красноармейская ул., 3А",,52.430836,30.998047,банкомат
Приорбанк,"Междугородняя ул., 7, подъезд 2",,52.420012,30.922072,банкомат
Белинвестбанк,"Междугородняя ул., 7А, подъезд 1",,52.420542,30.923182,банкомат
Сбер Банк,"Советская ул., 58, Пункт обслуживания клиентов №15 ОАО «Сбер Банк»",,52.438951,31.004469,банкомат
Белинвестбанк,"ул. Гагарина, 65, этаж 1",,52.42402,30.998019,банкомат
Банк Дабрабыт,"просп. Ленина, 34",,52.429658,30.996448,банкомат
Белгазпромбанк,"Речицкий просп., 62А, этаж 1",,52.405738,30.923644,банкомат
ВТБ,"ул. Гагарина, 65, этаж 1",,52.423923,30.998289,банкомат
Сбер Банк,"просп. Победы, 10",,52.433902,31.003274,банкомат
Белгазпромбанк,"просп. Победы, 16",,52.43242,30.997913,банкомат
Белинвестбанк,"просп. Победы, 23",,52.432452,30.996161,банкомат
Сбер Банк,"просп. Победы, 25",,52.432252,30.995482,банкомат
Беларусбанк,"ул. Карповича, 21",,52.427587,30.996008,банкомат
Белинвестбанк,"ул. Фрунзе, 9",,52.41343,31.006158,банкомат
Белорусский народный банк,"просп. Победы, 12Б",,52.433162,31.00063,банкомат
Атм Белинвестбанк,"ул. Косарева, 18",,52.406987,30.916555,банкомат
БелВЭБ,"просп. Победы, 29",,52.431993,30.993902,банкомат
Приорбанк,"Советская ул., 41",,52.436273,31.007593,банкомат
БПС-Сбербанк,"ул. Калинина, 7, магазин ""Соседи""",,52.43698,30.984089,банкомат
Белгазпромбанк,"ул. Гагарина, 65",,52.423999,30.998085,банкомат
Беларусбанк,"Интернациональная ул., 30, Гомельская таможня Адм. Здание. . Слева от входа в торце здания, этаж 1-й",,52.418326,31.002848,банкомат
Приорбанк,"Речицкий просп., 5В, этаж 1",,52.4168,30.961631,банкомат
Альфа-Банк,"Речицкий просп., 62А",,52.405634,30.92388,банкомат
Беларусбанк,"ул. Бочкина, 223",,52.429556,30.948951,банкомат
Приорбанк,"ул. Братьев Лизюковых, 2",,52.4051,30.9628,банкомат
Сбер Банк,"Интернациональная ул., 13, этаж 1",,52.421832,31.004966,банкомат
Технобанк,"Речицкий просп., 5В",,52.416817,30.960805,банкомат
Альфа-Банк,"просп. Ленина, 51",,52.429952,30.996591,банкомат
Белгазпромбанк,"ул. Пушкина, 2, этаж 1",Банк,52.433446,31.010511,банкомат
Сбер Банк,"просп. Ленина, 10",,52.42501,31.008416,банкомат
Банк РРБ,"Крестьянская ул., 41",,52.42469,30.999142,банкомат
Белинвестбанк,"Советская ул., 7, Дирекция по Гомельской области ОАО “Белинвестбанк”",,52.426629,31.014067,банкомат
Белагропромбанк,"Советская ул., 40",,52.434031,31.008463,банкомат
Приорбанк,"ул. 60 лет СССР, 14, корп. 2",,52.405499,30.983067,банкомат
Сбер Банк,"Полесская ул., 14",,52.437939,30.995935,банкомат
Приорбанк,"Речицкий просп., 5В, ТРЦ Мандарин",,52.416817,30.960805,банкомат
Банк ВТБ,"Советская ул., 32А, РД 600",,52.431741,31.009996,банкомат
"Приорбанк, банкомат","ул. Гагарина, 6, этаж 1",,52.418959,31.010783,банкомат
Белинвестбанк,"ул. Гагарина, 65, этаж 1",,52.423946,30.998433,банкомат
Беларусбанк,"просп. Ленина, 19, отдел 300/3009",,52.425168,31.009382,банкомат
Беларусбанк,"ул. Гагарина, 36, магазин MART INN Слева от входа",,52.421286,31.003347,банкомат
Приорбанк,"Артиллерийская ул., 8",,52.435219,31.001094,банкомат
МТБанк,"просп. Победы, 16Б",,52.432241,30.997501,банкомат
Paritetbank,"просп. Победы, 20",,52.431674,30.995376,банкомат
Альфа-Банк,"Советская ул., 41Б",,52.436947,31.007017,банкомат
Белагропромбанк,"просп. Ленина, 26",,52.428153,31.000429,банкомат
Альфа банк,"Речицкий просп., 62А",,52.405902,30.924312,банкомат
Беларусбанк,"просп. Ленина, 4",Инфокиоск,52.424398,31.010405,банкомат
Neo Bank,"ул. Гагарина, 65",,52.424215,30.996845,банкомат
Банк Решение,"ул. Карповича, 21",,52.426965,30.997752,банкомат
Белагропромбанк,"просп. Победы, 25",,52.432272,30.995544,банкомат
Белагропромбанк,"просп. Ленина, 6, Центр банковских услуг 301/14",,52.424842,31.009296,банкомат
Белинвестбанк,"ул. Косарева, 53",,52.400277,30.92308,банкомат
Приорбанк,"Красноармейская ул., 3А, ОАО зона 24 часа ""Приорбанк""",,52.430955,30.998213,банкомат
Приорбанк,"ул. Косарева, 18",,52.406992,30.91651,банкомат
Технобанк,"ул. Гагарина, 65, этаж 1",,52.424215,30.996845,банкомат
Технобанк,"Советская ул., 60, этаж 1",,52.439347,31.003547,банкомат
Сбер Банк,"ул. Кирова, 36, УО ""БелГУТ""",,52.433111,31.003789,банкомат
"Белгазпромбанк, банкомат","просп. Октября, 22А",,52.408907,30.963661,банкомат
Банк ВТБ,"Речицкий просп., 62А, этаж 1",,52.405661,30.92372,банкомат
Белинвестбанк,"Интернациональная ул., 5",,52.424272,31.007603,банкомат
Сбер Банк,"Привокзальная площадь, 3, Железнодорожный вокзал",,52.430715,30.99155,банкомат
Приорбанк,"Базовая ул., 8/1, этаж 1",,52.430717,30.915136,банкомат
Белгазпромбанк,"Речицкий просп., 62А, этаж 1",,52.405591,30.923558,банкомат
"Сбер Банк, банкомат","Хозяйственная ул., 1",,52.440116,30.966284,банкомат
Белгазпромбанк,"ул. Пушкина, 2",,52.433377,31.010398,банкомат
Белагропромбанк,"Интернациональная ул., 30",,52.417745,31.003082,банкомат
Банк Решение,"просп. Ленина, 26",Банк,52.428218,30.999807,банкомат
Neo Bank,"площадь Ленина, 2, культурно-развлекательный центр «Европа»",,52.422924,31.01426,банкомат
Белгазпромбанк,"ул. Гагарина, 65, этаж 1",,52.424018,30.998034,банкомат
Сбер Банк,"просп. Победы, 25",,52.432259,30.995501,банкомат
Сбер Банк,"просп. Победы, 10",,52.433851,31.003219,банкомат
Белагропромбанк,"Советская ул., 34, Управление Следственного комитета Республики Беларусь по Гомельской области",,52.432112,31.009287,банкомат
Беларусбанк,"Пролетарская ул., 15, Комитет государственного контроля Гомельской области, этаж 1",,52.421213,31.011243,банкомат
Белинвестбанк,"Речицкий просп., 62А, этаж 1",,52.405771,30.923943,банкомат
Беларусбанк,"ул. Фрунзе, 6А, Гомельское областное управление 300",,52.415819,31.002316,банкомат
Белинвестбанк,"ул. Барыкина, 321Б",,52.427738,30.905883,банкомат
БелВЭБ,"Речицкий просп., 5В, удаленное рабочее место Банк БелВЭБ",,52.416817,30.960805,банкомат
Банк ВТБ,"Советская ул., 32",,52.431601,31.010167,банкомат
"Беларусбанк, банкомат","просп. Ленина, 2, Гомельский облисполком Адм. Здание, этаж 1-й",,52.423759,31.011586,банкомат
Сбер Банк,"ул. Калинина, 7",,52.437075,30.98426,банкомат
Беларусбанк,"Интернациональная ул., 7А, магазин Радуга",,52.423364,31.006621,банкомат
Приорбанк,"Быховская ул., 115, магазин Универсам",,52.411214,30.973668,банкомат
Альфа банк,"просп. Ленина, 51",,52.429942,30.996526,банкомат
Альфа банк,"просп. Ленина, 51",,52.430007,30.996407,банкомат
БелВЭБ,"ул. Косарева, 18",,52.406747,30.915724,банкомат
БелВЭБ,"просп. Ленина, 10",,52.425317,31.008047,банкомат
Беларусбанк,"ул. Ланге, 5, Гомельский государственный медицинский университет, этаж 1",,52.427958,31.01563,банкомат
Сбер Банк,"Полесская ул., 14, ДО №353 на Полесской Регональной дирекции №300 по Гомельской области ОАО ""Сбер Банк""",,52.437899,30.996962,банкомат
Приорбанк,"Советская ул., 41, магазин Элегия",,52.436488,31.008281,банкомат
Приорбанк,"ул. Братьев Лизюковых, 2, ООО Речицапласт",,52.405094,30.962835,банкомат
Беларусбанк,"ул. Братьев Лизюковых, 5, УЗ Гомельская областная клиническая больница Справа от входа",,52.402211,30.951661,банкомат
Приорбанк,"Речицкий просп., 61, Торговый дом Речицкий",,52.408814,30.931744,банкомат
Приорбанк,"ул. 60 лет СССР, 14, магазин Мир техники",,52.405397,30.982184,банкомат
Приорбанк,"Междугородняя ул., 7, Строительный гипермаркет Строймаркет KSK",,52.419531,30.922006,банкомат
Neo Bank,"ул. Гагарина, 65, ТЦ Секрет",,52.424215,30.996845,банкомат
Приорбанк,"ул. Барыкина, 321Б",,52.427673,30.905777,банкомат
Белинвестбанк,"ул. Карповича, 18",,52.42695,30.998598,банкомат
Приорбанк,"Красноармейская ул., 3А, ЦБУ 400 Приорбанк ОАО",,52.430937,30.997977,банкомат
Приорбанк,"Базовая ул., 8, филиал ""Гомельтранснефть""",,52.4307,30.9151,банкомат
Приорбанк,"ул. Карповича, 28, ЧТУП Гомельский центральный рынок",,52.425528,30.998983,банкомат
Беларусбанк,"ул. Тельмана, 6",Инфокиоск,52.439704,31.008294,банкомат
Белгазпромбанк,"ул. Пушкина, 2",,52.433539,31.010356,банкомат
Альфа-Банк,"просп. Ленина, 51",Банк,52.429998,30.996629,банкомат
Приорбанк,"ул. Косарева, 18, Гипермаркет Гиппо",,52.407259,30.915736,банкомат
Беларусбанк,"ул. МЖК Солнечный, 6, Слева от входа, отдел №300/3017",,52.399722,30.912778,банкомат
"Белгазпромбанк, банкомат","ул. Гагарина, 65",,52.423945,30.998429,банкомат
Приорбанк,"Базовая ул., 8, Филиал Гомельтранснефть",,52.430882,30.915206,банкомат
Приорбанк,"ул. Гагарина, 6, Парк-отель Замковый",,52.418904,31.010931,банкомат
Сбер Банк,"Гомель, Полесская ул., 14",Банк,52.437948,30.99588,отделение банка
